1000 10000
949 897 755
971 848 111
420 511 557
443 858 600
594 59 398
201 91 911
86 704 541
970 15 515
455 911 943
101 259 56
195 407 54
616 61 806
102 533 194
36 132 468
741 751 838
733 171 651
180 207 66
328 332 539
329 278 403
194 567 732
290 114 615
232 249 68
453 130 78
966 984 429
997 700 415
630 588 304
228 522 417
467 972 70
178 721 358
841 483 829
399 620 663
181 565 154
155 237 207
190 387 323
722 227 217
328 188 657
333 78 471
214 183 462
21 904 321
593 855 842
268 545 445
663 247 475
520 423 410
176 987 185
398 342 481
672 367 114
262 710 822
687 448 332
871 38 826
754 768 58
711 623 841
643 599 213
177 547 596
498 665 26
848 267 253
592 475 707
544 401 726
115 74 95
345 683 891
121 387 502
288 848 963
230 804 7
650 75 853
270 551 34
588 999 237
544 855 468
59 979 355
113 563 655
372 593 988
276 670 714
94 979 420
522 783 410
275 97 272
508 941 852
781 895 863
387 990 73
873 194 727
837 925 747
643 564 264
797 846 326
647 897 731
970 465 469
488 617 886
951 33 223
373 823 325
144 190 562
335 868 744
823 114 336
895 381 730
532 566 656
27 249 281
831 469 214
492 906 534
3 785 186
390 383 345
44 861 50
280 971 890
892 667 234
998 231 421
672 476 697
355 444 279
662 44 754
874 403 336
875 516 427
637 997 693
608 320 705
708 84 867
142 664 64
611 136 296
981 174 852
427 655 979
763 993 391
423 981 898
183 595 251
174 451 621
156 182 967
27 323 827
920 696 680
54 257 307
66 63 749
344 735 15
452 49 546
197 460 923
905 884 150
633 732 383
336 432 14
983 984 459
741 817 435
529 266 853
292 253 388
500 401 631
708 566 590
440 50 564
98 63 1000
572 857 583
849 163 52
281 502 119
637 877 135
920 710 142
663 240 951
713 294 944
505 254 741
297 21 297
864 404 737
379 815 84
806 341 957
672 268 894
124 502 354
806 4 17
29 329 710
787 962 715
807 874 333
949 380 312
152 27 903
670 13 420
979 936 457
568 242 211
359 514 967
930 20 36
179 631 878
897 323 455
11 56 775
912 860 965
750 609 843
303 411 954
763 752 198
39 219 693
718 218 399
898 695 99
971 624 818
925 947 671
500 597 733
294 874 817
766 67 553
77 408 65
957 489 30
960 256 687
455 907 224
277 170 320
549 591 996
893 404 702
128 492 312
955 719 756
610 490 429
537 69 492
610 517 444
151 57 638
16 570 483
171 430 108
153 568 349
878 337 429
754 406 519
213 912 664
513 534 317
975 934 171
158 525 670
132 98 451
292 402 420
767 573 209
834 572 535
947 492 325
691 87 9
123 418 706
530 247 611
485 156 452
71 282 256
732 261 644
476 548 386
878 485 746
948 510 761
674 204 277
955 188 206
985 637 578
326 859 473
620 462 232
117 246 328
696 378 566
507 56 462
234 192 713
310 371 783
332 366 556
754 895 291
610 484 508
439 136 951
572 128 88
470 164 17
819 900 760
118 368 987
634 268 947
769 565 68
888 208 694
629 503 478
650 633 629
581 306 541
806 201 763
960 347 990
434 502 776
683 331 647
367 733 913
434 766 376
111 14 941
306 385 361
939 376 912
692 170 3
296 396 233
186 368 510
484 330 963
46 863 278
784 712 686
229 690 830
405 476 42
479 563 111
954 199 430
150 562 754
52 714 658
787 705 223
333 399 977
754 436 952
965 987 11
645 338 413
30 651 225
735 64 872
175 614 724
611 681 203
997 687 982
126 840 825
154 829 624
324 694 477
304 350 108
817 416 348
227 677 264
422 224 23
901 681 592
754 776 890
539 644 134
938 558 107
555 949 145
724 222 65
892 665 784
197 460 477
922 306 145
863 986 997
42 413 290
473 16 428
960 159 991
282 401 526
271 980 781
926 889 834
122 475 222
443 858 281
326 380 967
581 777 270
57 557 958
180 986 890
43 484 891
368 165 634
742 54 498
516 762 851
239 285 337
486 724 882
273 215 156
641 502 813
698 648 606
609 894 804
757 654 658
721 951 296
329 915 620
701 511 943
7 148 684
408 892 110
827 12 544
445 539 78
998 220 375
201 23 993
411 966 389
568 236 895
284 550 893
46 10 223
471 941 292
566 354 736
832 437 353
814 950 238
202 216 437
598 163 585
968 872 710
552 682 507
545 713 804
564 406 651
405 957 430
644 659 187
25 7 213
634 514 221
535 696 18
275 321 322
309 909 363
742 635 649
452 429 741
836 188 603
559 55 812
816 329 637
412 418 107
160 112 946
914 119 109
744 997 188
664 344 951
737 399 423
670 549 532
368 373 877
879 755 182
289 755 290
2 960 125
993 655 338
617 697 543
351 250 138
289 583 997
195 117 85
530 66 937
747 770 437
377 404 86
944 247 86
272 451 172
106 635 978
364 887 833
288 786 708
299 463 186
796 367 984
726 421 477
147 202 941
27 827 83
935 783 913
867 880 918
945 453 20
46 764 566
356 883 200
417 938 362
127 121 863
338 398 587
668 225 474
868 30 183
807 212 944
712 239 293
812 763 999
351 100 727
70 240 498
901 990 602
739 313 373
668 526 986
699 400 202
28 180 982
119 134 723
873 856 377
327 919 724
394 418 260
200 312 947
999 267 41
295 896 766
790 266 539
229 906 735
757 851 401
727 232 515
786 1 567
54 49 407
280 160 911
581 465 624
701 769 102
824 470 829
244 623 198
705 589 117
206 924 138
896 129 906
943 728 69
145 186 866
766 540 50
369 932 452
146 130 61
241 445 528
372 384 985
868 706 411
815 41 511
266 916 72
260 836 84
472 921 734
11 581 331
614 45 303
588 566 367
930 822 397
566 946 946
830 844 16
250 938 349
555 963 339
352 567 109
963 261 662
301 431 715
434 311 345
220 617 530
43 89 687
684 595 644
844 406 116
941 529 531
665 469 914
217 299 600
22 255 62
726 418 181
970 362 619
40 278 672
667 920 576
157 521 607
527 498 195
984 269 783
829 15 801
594 78 444
879 704 532
543 236 367
63 549 170
406 281 619
783 637 516
438 436 312
999 819 207
589 172 924
395 270 285
935 383 278
709 332 391
600 643 86
916 712 123
408 923 691
518 911 63
495 927 279
478 184 148
818 982 16
153 489 675
693 221 289
275 220 172
86 725 110
355 259 860
937 326 779
202 453 381
548 146 764
367 154 128
293 444 359
525 520 718
955 371 732
917 839 170
260 538 421
349 951 123
707 157 849
604 696 56
317 873 927
889 101 6
290 395 49
817 470 836
484 650 616
822 457 602
118 589 376
576 574 310
730 853 335
222 901 93
209 615 300
953 208 977
308 719 429
862 755 650
441 246 929
937 780 446
331 461 416
880 689 763
294 231 944
904 318 798
186 131 386
83 809 531
320 923 324
81 828 695
604 779 829
413 519 767
772 736 205
630 797 221
460 276 846
317 979 90
97 957 438
260 309 747
641 470 957
67 231 373
260 634 678
494 454 320
557 535 930
270 325 201
85 617 89
998 12 346
115 677 375
99 30 222
73 969 986
589 575 579
249 576 15
999 948 538
408 284 987
836 610 697
321 215 872
902 118 511
89 678 519
382 122 951
976 967 793
189 422 655
402 458 741
377 897 689
283 105 41
945 394 470
184 747 219
670 516 736
231 104 888
250 253 380
576 569 932
646 597 926
918 393 426
527 210 165
227 178 434
846 972 274
5 438 37
227 435 516
140 611 249
767 737 576
264 296 238
339 194 611
632 778 835
478 402 442
300 32 839
521 48 861
88 569 684
946 572 25
773 653 632
842 137 193
482 751 395
206 876 972
698 420 54
420 924 540
854 683 794
774 86 351
660 707 537
456 939 403
208 105 429
941 645 577
999 780 480
444 376 644
522 508 22
834 42 604
326 161 67
561 617 888
835 877 698
389 736 889
916 420 377
508 991 186
602 789 81
629 605 906
831 593 476
316 382 815
785 163 574
877 94 214
834 576 468
888 477 372
367 152 404
812 527 356
436 151 686
280 767 540
251 964 270
494 301 93
636 529 491
5 589 176
754 607 652
745 883 751
208 569 375
855 831 598
126 847 131
551 848 681
584 22 322
24 98 234
828 864 285
348 383 120
686 499 629
537 416 999
495 409 987
346 975 937
268 998 651
257 837 54
806 450 199
283 239 69
607 160 152
980 467 842
698 571 568
244 71 624
615 651 234
388 805 526
645 665 422
436 601 942
701 282 41
874 419 236
941 661 983
68 635 124
963 786 690
504 330 756
193 320 875
715 543 786
540 381 128
634 646 540
485 334 263
810 801 66
193 497 880
942 301 209
902 304 193
163 629 140
457 337 877
901 966 908
385 283 963
639 434 766
929 140 831
945 455 164
102 971 609
383 25 627
526 286 847
858 218 152
800 779 826
242 769 477
796 649 235
137 735 480
840 314 904
270 182 364
598 827 720
358 897 917
860 14 515
456 629 452
742 138 503
801 701 677
280 981 415
64 87 183
408 538 884
858 842 166
98 259 403
232 200 827
426 825 385
978 14 328
669 78 106
711 55 661
742 804 590
177 13 978
